name.original,family,url,name.plant,name.dummy,sla,height,seedmass,flowering.start,growth.form.1,growth.form.2,nitrogen.fix,oek.l,oek.t,oek.k,oek.f,oek.f.change,oek.n,oek.r,oek.s,lf.leb,mahdvertra,weidevertr,trittvertr,futterwert,sociology,legal,status,neobiota,rlg,responsibility,funct.group.x,R11.Diagnostic,R16.Diagnostic,R1A.Diagnostic,R1B.Diagnostic,R1M.Diagnostic,R1P.Diagnostic,R21.Diagnostic,R22.Diagnostic,R35.Diagnostic,R36.Diagnostic,R37.Diagnostic,ffh.2330,ffh.6120,ffh.6210,ffh.6230,ffh.6240,ffh.6410,ffh.6440,ffh.6510,sh.feucht.naessezeiger,sh.trockenheitszeiger,sh.basenzeiger,sh.magerkeitszeiger,sh.ruderalisierungszeiger,sh.beweidungszeiger,sh.wert.gruenlandarten,sh.ausnahmearten.spp.wert.gruenlandarten,sh.nicht.wert.flutrasenarten,sh.calthion,sh.wiesenzeiger,btt.hh.GMG Kennzeichnende Arten,btt.hh.GMG Wertgebende Arten (RL-HH),btt.hh.GMM Kennzeichnende Arten,btt.hh.GMM Wertgebende Arten (RL-HH),btt.hh.GMT Kennzeichnende Arten,btt.hh.GMT Wertgebende Arten (RL-HH),btt.hh.GMW Kennzeichnende Arten,btt.hh.GMW Wertgebende Arten (RL-HH),btt.hh.GFA Kennzeichnende Arten,btt.hh.GFA Wertgebende Arten (RL-HH),btt.hh.GFR Kennzeichnende Arten,btt.hh.GFR Wertgebende Arten (RL-HH),btt.hh.GFC Kennzeichnende Arten,btt.hh.GFC Wertgebende Arten (RL-HH),btt.hh.GFF Kennzeichnende Arten,btt.hh.GFF Wertgebende Arten (RL-HH),btt.hh.GN Kennzeichnende Arten,btt.hh.GN Wertgebende Arten (RL-HH),btt.hh.GNP Kennzeichnende Arten,btt.hh.GNP Wertgebende Arten (RL-HH),hh.gl.typical,hh.gl.F.zeiger,hh.gl.N.zeiger,hh.gl.R.zeiger,nie.gn.gf.kennarten,btt.nie.9.1 GM weithin verbreitete Grünlandarten,btt.nie.9.1 GM Kennarten für Grünland mit weiter Standortamplitude,btt.nie.9.1.1 GMF Zusätzliche Kennarten,btt.nie.9.1.3 GMA Zusätzliche Kennarten,btt.nie.9.1.4 GMK Zusätzliche Kennarten,btt.nie.9.3. GN Kennzeichnende Pflanzenarten,btt.nie.9.4.1 GFB Kennarten,btt.nie.9.4.2 GFF Kennarten,btt.nie.9.4.3 GFS Kennarten,lsa.nasswiesen,bv.§30.borstgrasrasen,bv.art23.pfeifengraswiesen,bv.§30.nasswiesen,bv.gruenland.feucht,bv.gruenland.frisch,bv.§30.trockenrasen,btt.bv.GL Typische Arten,btt.bv.GA Typische Arten,btt.bv.GL6120* Typische Arten,btt.bv.GN Typische Arten,btt.bv.GO6230* Typische Arten,btt.bv.GP6410 Typische Arten,btt.bv.GT und GT6210 Typische Arten,btt.bv.GT621P* Typische Arten,btt.bv.GT6240* Typische Arten,"btt.bv.GU, GU651E und GU651L Typische Arten",calth.sturm,funct.group.y,ruderal,target_ellenberg
Convolvulus arvensis,Convolvulaceae,https://www.worldfloraonline.org/taxon/wfo-0001296633,Convolvulus arvensis,Convolvulus arvensis,287.35,0.2815,0.0135612856666667,NA,herb,forb,NA,7,6,NA,4,NA,NA,7,0,"G,Hli",4,4,4,4,3611,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Cornus,Cornaceae,https://www.worldfloraonline.org/taxon/wfo-4000009342,Cornus,Cornus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA
Cornus mas,Cornaceae,https://www.worldfloraonline.org/taxon/wfo-0000924760,Cornus mas,Cornus mas,319.8,5.7,0.298404809666667,NA,shrub,NA,NA,6,7,4,4,NA,4,8,0,"N,P",NA,NA,NA,NA,8420,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Cornus sanguinea,Cornaceae,https://www.worldfloraonline.org/taxon/wfo-0000924828,Cornus sanguinea,Cornus sanguinea,173.78,2.219,0.0745273428,NA,shrub,shrub,NA,7,5,4,5,NA,NA,7,0,N,2,4,9,2,8440,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Corylus avellana,Betulaceae,https://www.worldfloraonline.org/taxon/wfo-0000925259,Corylus avellana,Corylus avellana,194.4,2.833,1.06265125,NA,shrub,NA,NA,6,5,3,NA,NA,5,NA,0,N,1,3,9,2,8400,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Corynephorus canescens,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000860632,Corynephorus canescens,Corynephorus canescens,138.17,0.075,0.0017138335,Jun,herb,graminoid,NA,8,6,5,2,NA,2,3,0,H,3,4,4,3,5221,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,sedo-scleranthetea
Cotoneaster integerrimus,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-0001008928,Cotoneaster integerrimus,Cotoneaster integerrimus,128.47,1.575,0.03474,NA,shrub,shrub,NA,8,NA,4,3,NA,2,7,0,N,NA,NA,NA,NA,8442,b,I,NA,V,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Crataegus,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-4000009592,Crataegus,Crataegus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,NA,NA
Crataegus laevigata s. l.,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-0001009174,Crataegus laevigata s. l.,Crataegus laevigata,195.1,6,0.159840333333333,May,NA,NA,NA,6,6,4,5,NA,5,7,0,"N,P",NA,NA,NA,NA,8440,NA,NA,NA,NA,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Crataegus monogyna,Rosaceae,https://www.worldfloraonline.org/taxon/wfo-0001009785,Crataegus monogyna,Crataegus monogyna,113.36,5.66166666666667,0.0901174608333333,NA,NA,tree,no,7,5,3,4,NA,4,8,0,"N,P",1,5,9,2,8440,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Crepis,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-4000009682,Crepis,Crepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,NA,NA
Crepis biennis,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000106204,Crepis biennis,Crepis biennis,312.33,0.575,0.001269,May,herb,forb,NA,7,5,3,6,NA,5,6,0,H,6,2,2,5,5421,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,no,arrhenatheretalia
Crepis capillaris,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000030643,Crepis capillaris,Crepis capillaris,280.71,0.2875,2.256e-4,Jun,herb,NA,no,7,6,2,5,NA,4,6,0,"T,H",8,5,5,5,5423,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,arrhenatheretalia
Crepis foetida,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000004762,Crepis foetida,Crepis foetida,NA,0.325,5.3475e-4,NA,herb,NA,NA,9,7,3,4,NA,3,7,0,"T,H",NA,NA,NA,NA,3542,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Crepis paludosa,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000129161,Crepis paludosa,Crepis paludosa,315.475,0.475,5.39777666666667e-4,Jun,herb,forb,NA,7,NA,3,8,~,6,8,0,H,5,2,2,5,5415,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,F,NA,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,herb,no,molinietalia
Crepis tectorum,Asteraceae,https://www.worldfloraonline.org/taxon/wfo-0000072011,Crepis tectorum,Crepis tectorum,172,0.265,NA,May,herb,forb,NA,8,6,7,4,NA,6,NA,0,"T,H",NA,NA,NA,NA,3331,s,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Cruciata laevipes,Rubiaceae,https://www.worldfloraonline.org/taxon/wfo-0000932960,Cruciata laevipes,Cruciata laevipes,276.73,0.283,0.0040215,Apr,herb,forb,NA,7,5,5,6,NA,7,6,0,H,4,2,2,4,3531,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Cuscuta epithymum,Convolvulaceae,https://www.worldfloraonline.org/taxon/wfo-0001296657,Cuscuta epithymum,Cuscuta epithymum,NA,0.5,3.595e-4,Jun,herb,NA,NA,NA,NA,5,NA,NA,2,NA,0,Tvp,3,7,2,1,5100,NA,I,NA,3,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Cynoglossum officinale,Boraginaceae,https://www.worldfloraonline.org/taxon/wfo-0000634152,Cynoglossum officinale,Cynoglossum officinale,223.97,0.442,0.028581091,May,herb,forb,NA,8,6,5,4,NA,7,7,0,H,NA,NA,NA,NA,3541,NA,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Cynosurus cristatus,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000861316,Cynosurus cristatus,Cynosurus cristatus,239.18,0.4885,5.19154e-4,Jun,herb,NA,NA,8,5,3,5,NA,4,NA,0,H,7,7,7,7,5423,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,24.2,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,grass,no,arrhenatheretalia
Cytisus scoparius,Fabaceae,https://www.worldfloraonline.org/taxon/wfo-0000213711,Cytisus scoparius,Cytisus scoparius,145.33,1.71666666666667,0.00796135416666667,May,shrub,shrub,yes,8,5,2,4,NA,4,3,0,N,1,5,4,2,8443,NA,I,NA,*,NA,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wood,no,no
Dactylis glomerata s. str.,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000861498,Dactylis glomerata s. str.,Dactylis glomerata,247.66,0.704666666666667,9.18702666666667e-4,NA,herb,NA,NA,7,NA,3,5,NA,6,NA,0,H,8,4,6,8,0,NA,NA,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,grass,no,no
Dactylorhiza incarnata s. str.,Orchidaceae,https://www.worldfloraonline.org/taxon/wfo-0000936635,Dactylorhiza incarnata s. str.,Dactylorhiza incarnata,203.3,0.43,NA,NA,herb,herb,NA,8,5,3,8,~,2,7,0,G,3,2,2,3,1720,b,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,F,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Dactylorhiza majalis s. str.,Orchidaceae,https://www.worldfloraonline.org/taxon/wfo-0000936751,Dactylorhiza majalis s. str.,Dactylorhiza majalis,251.75,0.136666666666667,NA,NA,herb,forb,NA,8,5,3,8,~,3,7,0,G,4,3,3,3,5410,s,NA,NA,NA,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,F,A,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,herb,no,molinietalia
Danthonia decumbens,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000861886,Danthonia decumbens,Danthonia decumbens,169.42,0.185,0.001383125,Jun,herb,NA,NA,8,NA,2,NA,NA,2,3,0,H,4,4,4,3,5100,NA,I,NA,V,NA,grass,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,T,A,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,grass,no,no
Daucus carota,Apiaceae,https://www.worldfloraonline.org/taxon/wfo-0000638442,Daucus carota,Daucus carota,197.63,0.572666666666667,0.0010029375,NA,herb,NA,no,8,6,5,4,NA,4,NA,0,H,6,3,4,4,3542,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,herb,yes,no
Deschampsia cespitosa s. str.,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000862467,Deschampsia cespitosa s. str.,Deschampsia cespitosa,202.045,0.515666666666667,0.0055817076,NA,herb,NA,no,6,NA,NA,7,~,3,NA,0,H,5,7,4,2,0,NA,NA,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,F,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,grass,no,no
Deschampsia flexuosa,Poaceae,https://www.worldfloraonline.org/taxon/wfo-0000862584,Deschampsia flexuosa,Deschampsia flexuosa,175.05,0.471666666666667,5.15041666666667e-4,Jun,herb,NA,NA,6,NA,2,NA,NA,3,2,0,H,3,4,4,3,0,NA,I,NA,*,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,grass,no,no
Descurainia sophia,Brassicaceae,https://www.worldfloraonline.org/taxon/wfo-0000641996,Descurainia sophia,Descurainia sophia,266.85,0.475,0.0037867734,May,herb,NA,NA,8,6,7,4,NA,6,NA,0,T,NA,NA,NA,NA,3300,NA,I,NA,*,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,yes,no
Dianthus armeria,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000643086,Dianthus armeria,Dianthus armeria,148.8,0.3625,3.65e-4,NA,herb,NA,NA,6,6,3,5,NA,3,NA,0,"T,H",NA,NA,NA,NA,0,b,I,NA,*,nb,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,no,no
Dianthus carthusianorum,Caryophyllaceae,https://www.worldfloraonline.org/taxon/wfo-0000643249,Dianthus carthusianorum,Dianthus carthusianorum,163.55,0.26,0.001399,Jun,herb,forb,NA,8,5,4,3,NA,2,7,0,C,3,4,4,3,5320,b,I,NA,V,NA,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,no,festuco-brometea
